"","GSM1923001","GSM1923005","GSM1923011","GSM1923013","GSM1923021","GSM1923006","GSM1923014"
"TMEM127",11.06267,10.87077,10.9729,10.93266,10.86452,11.01697,11.12833
"TMEM128",7.006748,7.412217,7.450149,7.321747,7.539459,7.29743,7.437367
"TMEM129",7.314145,7.415152,7.250079,7.628721,7.283991,7.295476,7.545276
"TMEM130",5.691073,5.425961,5.386791,5.431381,5.550569,5.708153,5.703856
"TMEM131",9.242197,8.944808,9.172919,8.861732,8.867622,8.997519,8.998483
"TMEM131L",9.87402,9.622775,9.744369,9.574482,9.795107,9.691377,9.69955
"TMEM132A",6.052994,5.965978,6.073788,5.673503,6.17729,6.083044,5.949392
"TMEM132B",4.524712,4.518646,4.530243,4.45319,4.609548,4.511426,4.399119
"TMEM132C",5.131495,4.962237,5.199776,4.804773,4.843932,5.087487,4.609307
"TMEM132D",5.105505,5.046619,5.218899,5.074851,4.905349,5.072911,4.866758
"TMEM132E",5.058015,4.842371,5.295112,5.079908,5.155263,5.308358,5.212044
"TMEM134",7.601263,7.701412,7.588438,7.690181,7.673105,7.76177,7.794207
"TMEM135",7.221171,7.465226,7.231967,7.146776,7.192723,7.321601,7.253897
"TMEM138",8.285952,8.605302,8.337401,8.488958,8.523292,8.548257,8.644243
"TMEM139",4.848602,4.745236,5.082885,4.697715,4.943204,4.751415,4.8882
"TMEM140",11.10087,10.88979,10.83106,11.23098,11.05942,10.96638,10.81406
"TMEM141",7.495968,7.949835,7.401348,7.678739,7.59514,7.685671,7.795896
"TMEM143",6.486352,6.315213,6.436727,6.613465,6.537478,6.362016,6.71813
"TMEM144",5.507059,5.70098,6.050885,5.622685,6.010685,5.875579,6.030077
"TMEM145",5.691545,5.126208,6.072083,5.310621,5.665917,5.678038,5.535347
"TMEM147",9.087593,9.522665,9.46752,9.47495,9.054552,9.371946,9.439705
"TMEM14A",6.123143,6.556394,6.032914,6.75676,6.486449,6.570353,6.846568
"TMEM14B",9.707556,10.16338,9.978155,10.23841,10.33132,10.06546,9.891033
"TMEM14C",8.484869,8.935158,8.640167,8.830927,8.805311,8.61253,8.522125
"TMEM14EP",5.971597,5.981329,6.115416,5.836202,5.847069,6.07436,5.69657
"TMEM150A",7.207525,7.476311,7.153929,7.336392,7.243567,7.442667,7.432492
"TMEM150B",6.992439,7.225318,7.115367,7.012476,6.842076,7.465093,7.404579
"TMEM151A",6.537369,6.505733,6.315656,6.15607,5.973615,6.023958,6.114347
"TMEM151B",5.016808,4.974943,4.804556,4.908658,4.644051,4.840153,5.020199
"TMEM154",11.58441,11.244,11.51318,11.46304,11.61535,11.27261,11.34115
"TMEM155",4.537163,4.281994,4.233555,4.281994,4.319202,4.003143,4.038643
"TMEM156",7.575169,7.794799,7.323508,7.637538,7.407309,7.785524,7.395284
"TMEM158",8.077062,7.347564,7.584267,7.537423,7.365491,8.008021,7.738032
"TMEM159",6.406261,6.552368,6.689657,7.14438,6.356704,6.812,6.395726
"TMEM160",8.979916,9.443974,8.997194,9.086738,8.66658,9.31426,9.262423
"TMEM161A",7.141727,7.411867,7.19014,7.087654,6.722704,7.30371,7.206819
"TMEM161B",9.170447,9.393095,9.168419,9.475574,9.265662,9.234864,9.214778
"TMEM163",5.331719,4.979097,5.432232,5.106067,4.884175,5.504687,5.522208
"TMEM164",9.124396,8.848765,8.99578,9.588157,9.211154,9.670736,9.56612
"TMEM165",8.7938925,8.670781,8.813784,8.74391,8.9250525,8.8706085,8.6246805
"TMEM167A",7.879937,8.216042,8.097806,8.432249,8.226859,8.358942,8.089021
"TMEM167B",10.30706,10.22301,10.19277,10.65952,10.62063,10.37706,10.48792
"TMEM168",7.862226,8.05213,7.92965,8.01666,7.870998,7.662304,8.111992
"TMEM169",6.552897,6.187951,6.497235,6.405467,6.396744,6.536584,6.552166
"TMEM17",4.238796,4.107844,4.437474,4.42826,4.218641,4.191622,4.050146
"TMEM170A",10.19979,10.25832,10.15903,10.49589,10.22806,10.31674,10.41718
"TMEM171",4.724002,4.790535,5.248189,4.781854,4.830006,4.854749,5.170609
"TMEM173",9.273614,9.382092,9.241553,9.268297,8.997459,9.456369,9.543007
"TMEM174",4.52238,4.203419,4.367086,4.001353,4.192935,4.185924,4.291398
"TMEM175",8.350798,8.336665,8.29066,8.515523,8.227368,8.451172,8.603418
"TMEM176A",8.261001,10.30215,9.6131,9.378744,9.459219,9.584011,9.079417
"TMEM176B",7.40834,8.71894,8.723102,8.87225,8.598404,8.934507,7.890539
"TMEM177",6.419059,6.889762,6.744749,6.939029,6.726748,6.744749,6.910152
"TMEM178A",6.557506,6.550038,6.665787,6.418514,6.41211,6.532177,6.608504
"TMEM179",5.987342,5.7781555,5.9270715,5.7479335,5.8447115,5.76012,5.7687025
"TMEM179B",10.14055,10.12039,10.18144,10.06596,10.05334,10.10655,10.36224
"TMEM18",7.462605,7.884898,7.652282,7.765445,7.816775,7.805223,7.818334
"TMEM181",9.197624,9.49542,9.417335,9.38407,9.424853,9.488846,9.518664
"TMEM182",5.645822,5.893559,5.668242,5.847986,5.553782,5.698907,5.808201
"TMEM183A",9.936609,10.360565,9.748582,10.315795,10.41603,10.0473385,10.0420595
"TMEM184A",5.709957,5.495656,5.605906,5.416919,5.390714,5.444417,5.495656
"TMEM184B",9.692301,9.216062,9.304948,9.453781,9.368423,9.522511,9.451501
"TMEM184C",9.346632,9.459589,9.516587,9.593613,9.500067,9.581041,9.66164
"TMEM185A",8.175235,8.455002,8.392521,8.261173,8.42909,8.404768,8.257654
"TMEM185B",8.489026,8.316585,8.199066,8.675376,8.593451,8.553261,8.35318
"TMEM186",6.095891,6.359346,6.289506,6.571166,6.488561,6.125775,6.531195
"TMEM187",6.318759,6.276025,6.471483,6.690629,6.494239,6.46658,6.388105
"TMEM189",7.969226,8.292788,8.075792,8.252798,8.049332,8.213115,8.330627
"TMEM19",7.169197,7.169451,7.350402,7.537879,7.439558,7.28608,7.312934
"TMEM190",6.235025,5.905471,6.171115,5.727905,6.030511,6.033122,6.010076
"TMEM191A",5.202825,5.071804,4.458596,4.707758,3.732904,4.358859,4.433661
"TMEM191C",8.035329,7.7235275,8.006912,8.017786,7.9356445,7.9366965,7.9988965
"TMEM192",7.4201985,7.4161455,7.563957,7.2827675,7.263628,7.334048,7.256461
"TMEM196",4.428651,3.739556,4.177222,4.143348,4.259405,4.010328,4.131371
"TMEM198",5.327946,5.278554,5.450356,5.172696,5.532815,5.36744,5.161356
"TMEM198B",6.930123,7.177285,6.95546,6.930746,6.922588,7.039691,7.314307
"TMEM199",8.93773,8.887458,8.993597,9.06597,9.012657,8.88096,8.885656
"TMEM200A",4.923647,4.884649,4.908123,4.919785,5.349022,5.199714,4.847538
"TMEM200B",6.293573,6.116799,6.266315,6.224517,5.812051,6.228219,6.278601
"TMEM201",5.986332,5.785749,5.952745,6.051016,5.995058,6.084472,6.265862
"TMEM202",3.419389,3.616099,3.455486,3.544215,3.19013,3.343607,3.343607
"TMEM203",6.823624,7.049046,6.764356,7.167757,6.865155,6.993722,7.1857815
"TMEM204",9.504813,9.845541,9.372316,9.705159,9.837941,9.807684,9.886489
"TMEM205",7.471958,7.877434,7.808366,8.018234,7.795339,7.524661,7.561758
"TMEM207",3.886219,3.819039,3.849123,3.764005,3.858749,3.73974,3.545543
"TMEM208",8.153433,8.448809,8.139864,8.286283,8.100863,8.169285,8.451482
"TMEM209",9.373142,9.450043,9.403788,9.339402,9.272948,9.310535,9.492603
"TMEM210",7.188336,6.776348,7.264215,6.443073,6.948656,7.02598,7.1431
"TMEM211",4.878768,4.457153,4.527608,4.622119,3.85265,4.658654,4.542032
"TMEM212",4.105394,4.083891,4.049678,4.063422,4.047134,4.119721,4.005931
"TMEM214",8.632634,8.687563,9.004936,8.639894,8.356555,8.650229,8.748922
"TMEM215",5.573519,5.442237,5.834183,4.957382,5.14998,5.24247,5.588725
"TMEM216",7.161895,7.113625,6.901763,7.550328,7.361556,7.049764,7.200811
"TMEM217",4.543873,4.693483,4.705786,4.686605,4.432096,4.412285,4.886545
"TMEM218",7.72886,7.9053,8.045631,8.033728,7.871878,7.904963,7.85172
"TMEM219",7.086716,7.317589,7.246512,7.507653,7.244334,7.500204,7.283003
"TMEM220",5.524527,5.576351,5.384278,5.924568,5.573206,5.291341,5.922645
"TMEM221",6.54248,6.337378,6.547639,6.414395,6.265872,6.475125,6.638969
"TMEM222",8.124532,8.344108,7.832491,8.603106,8.113572,8.139739,8.211039
"TMEM223",8.223228,8.433453,8.272262,8.512296,8.351015,8.390236,8.391459
"TMEM225",3.084437,2.938469,3.032489,2.981787,3.078582,3.022795,3.148521
"TMEM229A",4.829378,4.430537,5.127739,4.227134,5.297614,4.425419,4.659727
"TMEM229B",7.1053,7.745188,6.969862,7.774912,7.209157,7.642769,7.56759
"TMEM230",9.522944,9.890733,9.548681,9.835398,9.656469,9.686789,9.850323
"TMEM231",5.790895,5.302936,5.735672,5.092372,5.743863,5.324638,5.396294
"TMEM232",4.062124,3.857714,4.008195,4.28188,3.715535,4.135863,4.088951
"TMEM234",7.096072,7.267272,7.016192,7.16068,6.993888,7.175884,7.167597
"TMEM236",5.463676,5.47745,5.362937,5.421344,5.948264,5.466004,5.238788
"TMEM237",4.744719,4.998143,4.946317,4.95584,5.22436,4.810041,4.582475
"TMEM239",5.47718,4.896802,5.37024,4.932795,5.305367,5.171433,5.232385
"TMEM241",6.682983,6.949104,6.743848,7.035043,6.485976,6.853957,6.936264
"TMEM242",6.639551,6.9986835,6.9423445,7.0742095,6.902864,6.9159945,7.0297195
"TMEM243",8.3859985,8.4702755,8.565124,8.7812345,8.570756,8.47268,8.683548
"TMEM244",4.259862,5.103673,4.738863,4.877921,5.018839,4.848789,4.713564
"TMEM245",8.792823,8.762068,8.817218,8.539966,8.475602,8.666292,8.771441
"TMEM246",4.942656,4.580774,5.240263,4.558675,4.741388,4.798762,4.681304
"TMEM247",5.035748,4.5641,4.94727,4.849845,5.042473,4.627532,5.116038
"TMEM248",10.63146,10.65298,10.78632,10.6368,10.51411,10.5907,10.77857
"TMEM25",6.443275,6.226774,6.094739,6.44082,6.147569,6.309109,6.23257
"TMEM251",7.325896,7.473372,7.339256,7.394629,7.539176,7.516597,7.489191
"TMEM252",6.363426,5.538921,5.951631,6.632951,6.633855,6.307105,5.952771
"TMEM254",9.071191,9.189957,9.199469,9.517348,8.976677,9.131853,9.46219
"TMEM255A",5.708763,5.407039,5.147357,6.455381,5.689323,6.051875,6.453192
"TMEM255B",5.834436,5.60114,5.725468,5.393683,5.609125,5.68733,5.766129
"TMEM256",5.816419,6.403482,5.856976,6.110272,6.326508,6.318077,5.961978
"TMEM258",8.628024,9.164457,8.934184,9.008496,9.065474,9.173541,8.976338
"TMEM259",10.14038,10.34516,10.10261,10.35091,10.13645,10.27436,10.47894
"TMEM26",3.780915,3.629956,3.875916,3.700146,3.858051,3.943588,3.755992
"TMEM260",8.713978,8.719076,8.629307,8.901343,9.031282,8.727819,8.702234
"TMEM262",5.66789,5.469601,5.715966,5.69177,5.810529,5.66643,6.041525
"TMEM263",7.075703,7.40556,6.887284,7.309148,7.0574,7.017783,7.185175
"TMEM266",5.34832,5.268073,5.388715,5.141968,5.272042,5.214416,4.946533
"TMEM267",5.674503,5.985113,5.781449,6.362538,6.100533,6.035313,5.851245
"TMEM268",7.871643,7.888337,7.850535,7.884737,7.457226,7.767938,7.886251
"TMEM269",5.627199,5.247306,5.556734,5.500928,5.327595,5.496677,5.42752
"TMEM270",4.88942,4.890161,5.077206,4.795202,5.254521,4.809535,5.117289
"TMEM272",9.249879,8.783176,9.193481,9.272887,9.423246,9.385774,8.754925
"TMEM30A",9.364959,9.247833,9.379658,9.616611,9.714459,9.417071,9.39494
"TMEM30B",5.866663,6.046208,5.687325,5.928684,5.636748,5.830682,5.876883
"TMEM31",4.289418,4.427736,4.240723,4.031383,4.503792,4.385712,4.30278
"TMEM33",9.457263,9.245294,9.60001,9.608173,9.521128,9.417652,9.359753
"TMEM35A",6.018323,5.97046,6.063676,5.874315,6.001234,5.904351,5.675927
"TMEM37",5.488758,5.269595,5.519703,5.219707,5.609071,5.363679,5.363679
"TMEM38A",6.454133,6.623732,6.700994,6.570523,6.487984,6.692142,6.626957
"TMEM38B",6.387037,6.544281,6.288424,6.559801,6.278128,6.185124,6.45251
"TMEM39A",8.309843,8.475597,8.53802,8.50166,8.406219,8.376844,8.569313
"TMEM39B",7.522318,7.491385,7.43776,7.409729,7.440591,7.52759,7.6315
"TMEM40",7.064667,7.683976,7.316601,8.018569,7.759151,7.508614,7.556126
"TMEM41A",7.883373,7.920879,8.009876,8.109112,7.8917,8.092808,8.087145
"TMEM41B",7.652161,7.636892,7.244291,7.810951,7.647592,7.778522,7.65776
"TMEM42",6.50658,6.442655,6.517445,6.5439,6.12324,6.472242,6.562339
"TMEM43",10.36325,10.15874,10.09334,10.23684,10.25251,10.24619,10.1961
"TMEM44",5.645819,5.699555,5.797944,5.725811,5.538178,5.837093,5.378064
"TMEM45A",3.948829,4.11303,4.259728,4.081618,4.198544,3.913333,3.943085
"TMEM45B",9.126561,8.33571,9.293689,9.319329,9.149964,8.986396,8.91947
"TMEM47",4.09793,3.774637,4.125259,4.197198,4.092814,4.135279,4.099937
"TMEM50A",11.75505,11.5732,11.52862,11.64846,11.65327,11.59107,11.54254
"TMEM50B",8.128061,8.330618,7.704118,8.217522,8.336868,8.133638,8.038261
"TMEM51",5.070817,5.132998,5.115822,5.026839,5.005819,5.212027,4.952467
"TMEM51-AS1",4.49437,4.417867,4.532222,4.41224,4.441883,4.290943,4.223159
"TMEM52",6.925356,6.478869,6.883935,6.518505,6.541795,6.575806,6.647671
"TMEM52B",5.011077,4.316272,4.799719,4.491815,4.51133,4.753744,4.548689
"TMEM53",7.065334,7.044941,7.20746,7.196042,7.022182,7.127741,7.369109
"TMEM54",5.815733,5.55405,5.412628,5.408527,5.361231,5.576847,5.777521
"TMEM59",9.96979,10.23707,10.09971,10.36621,10.36567,10.32033,10.14341
"TMEM59L",6.073499,6.034225,6.167056,5.76103,5.955086,5.98635,6.006378
"TMEM60",7.27375,7.441351,7.305453,7.55395,7.661931,7.425293,7.389714
"TMEM61",5.999094,5.896029,6.109244,5.564687,5.596841,5.775291,5.930833
"TMEM62",7.750545,8.051617,7.946567,8.192766,7.899543,8.00877,7.937341
"TMEM63A",10.5158,10.48523,10.41821,10.28106,10.33338,10.28636,10.51149
"TMEM63B",10.25156,10.32831,9.411735,10.03655,10.40961,9.953367,10.29835
"TMEM63C",5.11493,6.245221,5.588871,5.859496,6.074919,5.776384,5.524262
"TMEM64",7.549957,7.41948,7.750741,7.786383,7.606972,7.483855,7.581373
"TMEM65",7.896508,8.114492,7.586217,8.050478,8.200006,8.001586,8.013304
"TMEM67",5.852684,5.713153,5.659201,5.729177,5.67661,5.562348,5.746319
"TMEM68",6.506737,6.63837,6.151275,6.82753,6.733738,6.641481,6.588565
"TMEM69",8.33508,8.56241,8.406572,8.505446,8.238079,8.499753,8.777395
"TMEM70",7.068784,7.492227,6.773029,7.254921,7.599998,7.273436,7.083383
"TMEM71",10.86354,10.56922,10.68211,10.79927,10.9938,10.70788,10.56508
"TMEM72",6.035917,5.784886,6.05504,5.777266,5.714745,5.887173,5.991204
"TMEM74",4.142205,4.256876,4.264835,4.030237,3.96787,4.136234,4.269498
"TMEM74B",4.963683,4.98215,5.398646,4.501513,4.664629,4.916106,4.910327
"TMEM75",4.742781,4.518709,4.627434,4.641228,4.709139,4.641228,4.439949
"TMEM78",3.702472,3.497821,3.550061,3.755992,3.722455,3.121834,3.81173
"TMEM79",6.803963,6.635364,6.507245,6.826201,6.632842,6.734798,6.666821
"TMEM80",8.018738,7.952063,7.768282,7.854694,7.788368,8.071845,8.075657
"TMEM81",7.018639,6.826219,7.164092,7.06671,6.79098,6.916409,7.044098
"TMEM82",5.736999,5.568675,5.720235,5.344247,5.576449,5.54344,5.519557
"TMEM86A",5.836573,6.027201,6.254668,6.175899,5.4802,6.108496,6.284723
"TMEM86B",6.97098,7.261526,6.602545,6.979323,6.94271,7.170598,6.940757
"TMEM87A",8.088755,8.163106,8.317831,8.244005,8.203999,8.178301,8.250025
"TMEM87B",7.934338,7.815722,8.039513,8.4133,8.07148,7.844111,8.048147
"TMEM89",6.697707,6.348144,6.622595,6.441415,6.75618,6.6705,6.690601
"TMEM8A",9.530535,9.229836,9.24349,9.846413,9.319792,9.462383,9.623774
"TMEM8B",6.46015,6.251064,6.757273,6.303933,6.412698,6.511878,6.543092
"TMEM9",5.885744,6.003057,5.773356,5.945036,5.845241,5.757302,6.08624
"TMEM91",9.097823,8.950909,9.176823,9.282408,9.285899,9.124865,8.931105
"TMEM92",6.638969,5.993746,6.289267,6.602449,6.075321,6.316021,6.316021
"TMEM94",8.336476,8.48496,8.620667,8.521791,8.486329,8.461228,8.742562
"TMEM95",4.483507,4.071671,4.275255,4.156427,4.149551,4.335598,4.317544
"TMEM97",7.251016,7.629746,7.430348,7.377156,7.186611,7.229601,7.081658
"TMEM98",5.537259,5.536181,5.623347,5.426734,5.524506,5.335851,5.534015
"TMEM99",4.844864,4.754615,4.816998,5.076791,4.812241,4.962266,4.856844
"TMEM9B",8.786674,9.291206,8.886492,9.282913,9.471056,9.315876,9.201414
"TMF1",8.076899,8.215693,8.234692,8.428702,8.609947,8.111778,8.095778
"TMIE",5.766661,5.689091,5.350866,5.604363,5.32243,5.561172,5.683088
"TMIGD1",3.937189,4.004986,4.072743,3.850794,4.092166,4.099167,4.134334
"TMIGD2",7.907252,7.747588,7.52039,7.343317,7.319262,7.760345,7.462051
"TMIGD3",4.688091,4.77159,4.6360665,4.799855,4.6537985,4.801532,4.86162
"TMLHE",9.446568,9.135223,8.929196,9.420879,9.443488,9.353212,9.211671
"TMLHE-AS1",4.888,5.259598,5.174271,5.074443,5.423856,5.359256,4.954993
"TMOD1",10.59604,11.58767,10.30391,10.99555,11.42405,10.83963,11.25766
"TMOD2",9.452231,9.30654,9.714303,9.546965,9.641358,9.472263,9.14431
"TMOD3",9.447536,9.213008,9.366968,9.422285,9.482981,9.315531,9.343568
"TMOD4",5.697418,6.241733,5.992338,5.721281,5.912248,6.011063,6.056739
"TMPO",8.693175,8.809348,8.847174,8.897684,8.850786,8.745504,9.05073
"TMPPE",8.029627,7.900744,8.173391,7.969045,7.939026,7.839095,7.91308
"TMPRSS11A",3.766759,3.406562,3.501557,3.612845,3.364391,3.410075,3.505886
"TMPRSS11B",2.842456,2.803858,2.878644,2.918021,3.18055,2.84376,2.700675
"TMPRSS11D",3.804154,3.766877,3.680921,3.777653,3.649503,3.942429,3.535995
"TMPRSS11E",2.7640315,2.6042885,2.693925,2.6803545,2.698727,2.802584,2.614242
"TMPRSS11F",2.945362,3.061543,3.010617,3.139307,2.962032,2.987271,2.948227
"TMPRSS12",3.572722,3.580878,3.593877,3.594296,3.714858,3.700292,3.486531
"TMPRSS13",5.644106,5.803666,6.048759,5.550342,5.582149,5.608669,5.874027
"TMPRSS15",2.887388,2.998517,2.865506,2.957646,2.783083,2.789366,2.741818
"TMPRSS2",3.96457,3.713534,4.14876,3.669252,3.864763,4.034057,3.757303
"TMPRSS3",5.227985,5.45216,5.797365,4.78952,5.370394,5.348423,5.33122
"TMPRSS4",4.973971,4.54477,4.949808,4.68471,4.628001,4.736605,4.430136
"TMPRSS5",5.258642,4.837002,5.240067,4.763483,5.156661,4.89829,4.805333
"TMPRSS6",5.327434,5.229702,5.567044,5.204179,5.224498,5.282176,5.184492
"TMPRSS7",4.217832,4.306401,4.582998,4.084826,4.341303,4.174603,4.103515
"TMPRSS9",5.734437,5.371966,5.571929,5.620351,5.768003,5.806439,5.647417
"TMSB10",11.99076,12.36195,12.18832,12.28393,12.24352,12.44434,12.15435
"TMSB15A",3.57115,3.620577,3.471995,3.516059,3.60362,3.52409,3.553285
"TMSB15B",5.272447,5.64931,5.719806,5.749787,5.634605,5.514147,5.551007
"TMSB4X",11.6034575,11.6253575,11.6916975,11.7151175,11.6945975,11.6618025,11.68713
"TMSB4XP2",7.871325,7.944088,7.941916,7.926063,8.001186,7.808793,7.920326
"TMTC1",4.848335,6.759398,5.230656,7.895698,4.955577,6.872093,5.145044
"TMTC2",6.619411,6.568354,7.03091,6.46307,6.852227,6.712262,6.74488
"TMTC3",7.455463,7.683985,7.322754,7.827628,7.606019,7.725515,7.713694
"TMTC4",6.846653,7.39758,6.982845,6.906573,6.707101,6.841006,7.268295
"TMUB1",7.804518,8.133375,7.54836,7.978237,7.813202,7.967422,7.888337
"TMUB2",8.743797,8.671225,8.419922,8.832768,8.875501,8.849788,8.732523
"TMX1",8.483254,9.029492,8.85884,9.266972,9.057837,9.114703,9.130685
"TMX2",8.297633,8.563712,8.496024,8.628839,8.462044,8.553913,8.697005
"TMX3",7.155329,7.43875,7.013604,7.440881,7.35187,7.356459,7.288816
"TMX4",9.563206,9.335165,9.460722,9.543034,9.490784,9.174943,9.474314
"TNC",5.023782,4.739676,4.887513,4.584892,4.511036,4.673793,4.512457
"TNF",7.696238,7.282129,7.27843,7.823982,7.525477,7.582098,8.183414
"TNFAIP1",8.107277,8.146992,8.145749,8.486013,8.144235,8.173264,8.496706
"TNFAIP2",10.12885,9.842283,10.08605,10.16105,9.962076,9.914685,9.983521
"TNFAIP3",9.421837,9.307508,9.515636,9.490049,9.374905,9.330107,9.306099
"TNFAIP6",9.889384,9.410106,8.459504,9.548574,10.16626,9.655493,8.782598
"TNFAIP8",7.792819,8.000143,8.03043,8.034954,8.04108,8.224357,8.024836
"TNFAIP8L1",6.704719,6.748581,6.208634,6.611653,6.241221,6.470767,6.639405
"TNFAIP8L2",7.480296,7.608811,7.557973,7.936244,7.91334,7.576738,7.85598
"TNFAIP8L3",4.967756,4.853462,4.863111,4.501667,4.469837,4.944692,5.005356
"TNFRSF10A",7.649088,7.855791,7.750987,7.843585,7.565494,7.689107,7.848898
"TNFRSF10B",8.597185,8.729972,8.565254,8.697266,8.699321,8.719955,8.797833
"TNFRSF10C",10.94358,10.64386,10.63742,10.89596,10.90461,10.78427,10.72667
"TNFRSF10D",7.526016,7.296557,7.220098,7.570165,7.422667,7.405051,7.597299
"TNFRSF11A",6.156642,5.891755,5.980376,5.776865,6.039998,6.170092,6.017917
"TNFRSF11B",4.192115,4.068315,4.3712,4.256072,4.180136,4.169428,3.823134
"TNFRSF12A",7.109958,6.923334,7.146608,7.241531,7.199189,7.260602,7.294847
"TNFRSF13B",6.977717,6.559952,7.1511645,6.3839765,6.7414675,6.5259685,6.571612
"TNFRSF13C",7.844536,7.699808,7.589475,8.141111,7.40727,7.642758,7.784562
"TNFRSF14",8.600442,8.624673,8.551289,8.740662,8.56181,8.598374,8.673685
"TNFRSF17",4.810613,4.636757,6.359005,5.024989,4.741963,5.051552,4.602919
"TNFRSF18",6.326476,5.795208,6.217583,6.178723,6.133623,6.158705,6.143966
"TNFRSF19",5.090329,4.909543,4.933208,4.815057,4.850457,5.049253,4.99828
"TNFRSF1A",11.05208,10.75489,10.63533,10.88666,10.89753,10.86637,10.82458
"TNFRSF1B",9.7979915,9.309629,9.660347,9.7838845,9.5028265,9.6936965,9.7719505
"TNFRSF21",5.868936,6.03434,6.200488,5.976248,6.066479,6.226585,5.786983
"TNFRSF25",8.706023,8.783683,8.788149,8.603827,8.548132,8.679321,8.885348
"TNFRSF4",6.310232,5.99899,6.313524,5.995195,6.254012,6.488474,6.212401
"TNFRSF8",6.721997,6.517391,6.692761,6.761358,6.575696,6.88999,6.898058
"TNFRSF9",7.594638,7.357561,7.965093,8.955408,8.225889,8.044569,7.711696
"TNFSF10",11.76228,11.69915,11.5604,11.94977,11.96388,12.02473,11.55127
"TNFSF11",4.423049,4.350008,4.628929,4.31764,4.397043,4.427126,4.291705
"TNFSF12",8.527355,8.991348,8.800091,8.750568,8.696001,8.829746,8.900763
"TNFSF13B",10.26966,10.13178,9.950706,10.46247,10.3263,10.277,9.916428
"TNFSF14",8.562291,8.423466,8.238927,8.66482,8.499792,8.505905,8.312245
"TNFSF15",5.02503,5.3526,5.396064,5.057348,5.008807,5.170773,4.944757
"TNFSF18",3.696703,3.295321,3.190279,3.489245,3.275573,3.627076,3.173518
"TNFSF4",6.594552,6.953688,7.028654,7.215992,6.795185,6.882051,6.734354
"TNFSF8",10.52915,10.65491,10.70802,10.96609,10.44716,10.76293,11.03895
"TNFSF9",6.063272,5.583329,5.889645,5.681722,5.717918,5.8107,5.786383
"TNIK",9.101059,9.497267,9.522413,9.002016,8.954838,9.193237,9.33568
"TNIP1",9.331611,9.428571,9.170959,9.392426,9.512593,9.162642,9.226002
"TNIP2",7.337514,7.536232,7.284963,7.689898,7.590015,7.570858,7.515548
"TNIP3",4.970875,5.527029,5.383533,5.704545,5.30511,5.352781,5.65377
"TNK1",6.274326,5.992896,5.913432,5.979687,5.962929,5.901973,6.135348
"TNK2",7.432877,7.214791,7.46036,7.385539,7.286053,7.340868,7.463714
"TNK2-AS1",5.806904,5.830005,5.569822,5.501096,5.522471,5.492644,5.304277
"TNKS",8.668125,8.535018,8.734148,8.640627,8.661415,8.522697,8.616829
"TNKS1BP1",6.030993,6.046717,6.046717,6.182917,5.752068,6.101132,6.166426
"TNKS2",9.311544,9.21774,9.301122,9.178929,9.45043,9.20763,9.263773
"TNMD",4.084988,4.034758,4.253406,3.776378,3.996356,4.249537,3.923498
"TNN",4.065721,4.065721,4.065721,3.493028,4.385268,4.065721,4.253881
"TNNC1",5.506278,5.574323,5.665968,5.387909,5.566016,5.350321,5.855751
"TNNC2",5.670116,5.216712,5.493405,5.09018,5.192579,5.505869,5.215599
"TNNI1",6.049342,5.551373,5.963389,5.499108,5.639915,5.755708,5.80366
"TNNI2",6.497923,6.375962,6.601737,6.502396,6.673475,6.471681,6.728742
"TNNI3",5.351933,5.363669,5.362511,5.038771,4.984012,5.113832,5.031017
"TNNT1",5.811012,5.578098,5.933278,5.122516,5.438366,5.60055,5.347962
"TNNT2",5.291387,5.053872,5.375333,4.984066,4.749969,4.873742,4.975006
"TNNT3",6.63081,6.429785,6.443216,6.445793,6.443073,6.64794,6.562528
"TNP1",5.13109,5.187648,5.312224,4.929061,5.367803,5.05736,4.906144
"TNP2",5.813968,5.260722,5.398134,5.13268,5.453017,5.42712,5.585063
"TNPO1",10.23158,10.068,10.07838,9.964043,10.01116,9.907983,9.975075
"TNPO2",8.7096465,9.0979235,8.6943705,9.1683105,9.336961,8.956956,8.7656945
"TNPO3",9.260405,9.067165,9.402191,9.233025,9.248522,9.241035,9.070161
"TNR",4.995294,4.515483,4.861123,4.288014,4.812066,4.734015,4.867165
"TNRC18",8.02505,7.680439,8.260777,7.67569,7.981391,7.619774,7.866314
"TNRC18P3",8.398627,7.958611,8.2935485,7.9926535,8.235079,8.1552325,8.0863595
"TNRC6A",8.493099,8.64488,8.628475,8.471313,8.338825,8.470577,8.589935
"TNRC6B",9.852884,9.623129,9.758715,9.558842,9.712366,9.620474,9.69323
"TNRC6C",8.915189,8.993503,8.841179,8.800788,8.728488,8.742133,9.006002
"TNS1",7.585554,7.377314,6.858043,7.296902,7.762261,7.483611,7.420329
"TNS2",5.48483,5.27797,5.821026,5.385284,5.331789,5.361687,5.490959
"TNS3",7.063701,6.876115,7.067946,6.584703,6.614969,6.801404,6.609336
"TNS4",5.337129,5.206588,5.154301,5.252369,5.237466,5.247987,5.004784
"TNXB",6.29549025,7.27755375,6.1337625,6.464882,6.38369225,6.546297,6.3840495
"TOB1",9.243433,9.438351,9.204268,9.441048,9.271158,9.362502,9.647101
"TOB2",8.275961,8.012114,8.218489,8.341061,7.871346,8.234513,8.436842
"TOB2P1",6.642696,6.578088,6.814832,6.837326,6.467309,6.845052,6.753197
