"","GSM192996","GSM1923003","GSM1923009","GSM1923016","GSM1923019","GSM1923023","GSM192997"
"BUD31",7.028574,7.167419,7.206595,7.441402,7.361118,7.168484,7.253156
"BUD31P2",2.700581,2.408612,3.238852,2.548895,2.664578,2.772277,2.369415
"BVES",3.815942,4.302074,3.958263,3.847728,3.944723,3.954514,3.818871
"BYSL",6.355297,6.282486,6.124797,6.27384,6.389393,6.351962,6.552434
"BZW1P2",9.479193,9.282842,9.294827,9.223258,9.247541,9.302627,9.602871
"BZW2",8.641785,8.391823,8.336786,8.16968,8.293195,8.003893,8.4
"C10orf113",3.207961,3.306994,3.56498,3.377065,3.469617,4.533921,3.344953
"C10orf120",3.657717,4.809626,4.387661,4.211994,4.089073,4.211994,3.99036
"C10orf25",5.127007,4.982073,4.857789,5.658116,5.235504,5.05442,5.296555
"C10orf53",5.041951,5.569706,4.883029,5.205789,5.118196,5.248265,4.786399
"C10orf55",3.273449,3.784165,3.538361,3.330845,3.538361,3.538361,3.289718
"C10orf62",4.352508,4.20704,4.157638,4.125457,4.169551,4.238972,4.01475
"C10orf67",2.960477,3.23758,3.232853,3.044986,3.040165,3.081723,2.980467
"C10orf71",4.629997,4.804501,4.96666,4.606802,4.814872,4.900149,4.765634
"C10orf82",6.057441,5.842604,5.73877,5.717079,5.790016,5.572092,5.337322
"C10orf88",7.460778,7.037772,7.360218,7.515163,6.943028,7.354568,7.605067
"C10orf90",3.260956,3.403041,3.249811,3.324141,3.378402,3.267508,3.241025
"C10orf91",4.924083,4.961358,4.961358,5.00512,4.956985,4.983738,4.364946
"C10orf95",5.91237,6.122551,6.13048,6.018607,5.967495,6.006231,5.799901
"C10orf99",5.148436,5.615518,5.551077,5.298785,5.411849,5.329019,5.126727
"C11orf1",6.441797,6.519783,6.543821,6.472919,6.28811,5.884607,6.461674
"C11orf16",5.177214,5.772988,5.433388,5.462741,5.302724,5.600835,4.993081
"C11orf21",8.028679,8.161361,8.321117,8.28458,8.30769,8.047487,7.982768
"C11orf24",8.155486,7.782551,8.153934,8.08246,7.779666,7.844713,8.252737
"C11orf40",4.510009,4.763897,4.670313,4.968251,4.954788,4.75549,4.633039
"C11orf42",4.578129,4.926888,4.723584,4.797792,4.926044,4.830069,4.745087
"C11orf44",5.021624,5.043955,4.936647,4.693316,5.050283,4.936647,4.63554
"C11orf45",5.054218,4.994775,4.987406,5.263569,4.966108,4.825289,4.925067
"C11orf49",6.694796,6.3401,6.637243,6.686505,6.635762,6.198521,6.806813
"C11orf53",4.154567,4.497643,4.452027,4.305454,4.469204,4.869268,4.132485
"C11orf54",8.631887,8.100783,8.63719,8.483335,8.742404,8.318438,8.679709
"C11orf58",7.8384305,7.76770225,7.7572340625,7.5182274375,7.2282029375,7.8141570625,7.715051125
"C11orf65",4.2006,4.05862,4.446085,4.13628,4.071739,4.224608,4.310919
"C11orf68",8.33014,8.321685,8.286349,8.23611,8.243677,8.322697,8.216109
"C11orf71",7.109622,7.426839,7.244755,7.25741,7.148386,7.09966,7.394917
"C11orf72",4.74086,4.615159,4.652374,4.777757,4.525375,4.673851,4.519185
"C11orf74",2.790522,2.692374,2.761264,3.037894,2.573938,2.77217,2.850638
"C11orf80",7.005591,6.698681,6.889468,7.012721,6.633452,6.73212,7.034518
"C11orf86",5.860632,5.962752,6.033799,6.13729,6.107747,6.317632,5.580761
"C11orf87",5.257543,5.263519,5.160551,5.64381,5.597436,5.129512,5.198868
"C11orf88",4.512717,4.724744,4.621563,4.564537,4.503902,4.585151,4.61408
"C11orf95",7.174869,7.091941,7.179773,6.970787,6.792625,7.216632,6.61546
"C11orf96",5.402774,5.681987,5.538601,5.206618,5.699817,5.369749,4.974183
"C12orf10",8.971423,9.263052,9.107878,8.897751,8.888865,9.500965,8.865766
"C12orf29",5.893999,6.431111,6.3286245,6.147216,6.1537855,6.2195805,6.0112955
"C12orf4",7.650466,7.345878,7.560942,7.474117,7.392904,7.480983,7.822937
"C12orf40",3.686562,3.623197,3.636613,3.251746,3.421511,3.61024,4.162061
"C12orf42",6.243375,5.971653,6.336342,6.011658,6.141631,5.806068,6.027939
"C12orf43",7.486742,7.100813,7.379162,7.235484,7.168441,6.960148,7.609896
"C12orf45",5.696855,5.342324,5.29674,5.362335,5.438386,5.682251,5.524924
"C12orf49",8.199688,8.204544,8.405272,8.281901,8.315691,8.356462,8.747728
"C12orf50",3.103824,3.540392,3.315135,3.405975,3.19944,3.315135,3.234678
"C12orf54",4.033982,4.168599,4.246087,4.233421,4.354702,4.03603,4.160599
"C12orf56",3.025499,3.055196,2.809233,2.995141,3.205591,3.083835,3.294082
"C12orf57",8.93221,9.054816,8.960313,8.910881,8.829679,8.512191,8.876472
"C12orf60",4.064231,3.80945,4.119026,3.834645,4.000667,3.950266,4.085362
"C12orf65",6.931161,6.798891,6.814954,6.770926,6.807892,6.617461,6.808405
"C12orf66",7.409923,7.127583,7.032192,6.70863,7.218555,6.682335,7.087788
"C12orf74",4.160448,4.0148415,3.9628395,4.2250495,4.0613135,4.073069,4.0586215
"C12orf75",7.926897,7.997122,8.05056,8.487085,7.721948,8.312455,8.960062
"C12orf76",5.779479,5.792256,5.651606,5.947417,5.874791,5.7763,5.919775
"C14orf119",8.268254,8.198308,8.355795,8.285572,8.280095,8.269863,8.251646
"C14orf132",5.735672,5.600467,5.369314,5.640404,5.550983,5.650846,5.7309
"C14orf177",5.468505,5.368195,5.11377,5.127357,5.497923,5.492152,5.024932
"C14orf178",6.125868,6.186298,6.3602,5.803212,5.904994,6.066892,6.056264
"C14orf180",6.027931,6.21124,6.14259,6.101555,6.188848,6.146408,5.61201
"C14orf28",5.852805,5.500297,5.532841,5.858594,5.437694,5.632495,6.251978
"C14orf39",2.631771,3.01538,2.73118,2.605678,2.724218,2.822079,2.968805
"C14orf93",7.486159,7.203839,7.486402,7.238389,7.477764,7.356484,7.339529
"C15orf39",9.427995,9.467057,9.573425,9.732072,9.892605,9.501532,9.168124
"C15orf40",8.108984,8.031726,7.911741,8.011292,7.802714,7.872774,8.144846
"C15orf41",7.714017,7.292857,7.635739,7.618143,7.286198,7.427619,7.855807
"C15orf48",3.494841,3.593311,3.625483,3.665159,3.51089,3.431715,3.637182
"C15orf54",6.01148,5.843389,5.44462,5.820948,5.258188,5.729883,5.525554
"C15orf56",6.124504,6.292223,6.341665,6.402983,6.239583,6.239078,5.993655
"C15orf61",6.739403,6.780236,6.511691,6.76953,6.475772,7.00865,7.202583
"C15orf62",6.114271,6.13487,5.995215,6.098566,6.02429,6.038619,5.811416
"C16orf46",4.579309,4.928558,4.481287,4.703579,5.089073,4.61349,4.725629
"C16orf54",10.05129,9.897007,9.997947,10.0345,10.05129,10.05847,10.05129
"C16orf58",7.642047,7.798556,7.685746,7.612377,7.742644,7.479411,7.793113
"C16orf70",8.36976,8.01532,8.477561,8.291337,8.255248,8.409908,8.399455
"C16orf71",5.42836,5.354961,5.133311,5.25456,5.142735,5.200493,5.138112
"C16orf72",9.840479,9.910463,9.902656,9.885326,10.13096,9.90292,10.04629
"C16orf74",7.75227,7.647661,7.809536,7.406672,7.670835,7.17613,7.606634
"C16orf78",3.704206,3.731248,3.518344,4.120053,3.96975,3.964397,3.742336
"C16orf82",5.753342,5.639121,5.907769,5.837028,5.863298,5.876228,5.669596
"C16orf86",6.570172,6.682251,6.570093,6.558434,6.719554,6.473637,6.101472
"C16orf87",6.171925,5.616976,6.101158,5.965489,5.928983,6.036459,6.071104
"C16orf89",5.141572,5.198957,5.010797,5.251262,4.946777,5.274184,4.61444
"C16orf91",5.980408,5.957623,5.638759,5.86252,5.862391,5.881927,5.766016
"C16orf92",5.462289,5.686054,5.296194,5.219368,5.277124,5.533053,4.999275
"C16orf95",5.877882,6.037951,5.893985,5.806283,5.982744,5.602558,5.446812
"C17orf102",4.865623,5.012045,4.918547,4.471054,4.905191,5.1336,4.699048
"C17orf49",9.36156,9.250022,9.231122,9.1650885,9.2997545,9.1962795,9.2880545
"C17orf50",6.117923,6.105006,6.223141,5.928699,6.306089,6.189423,5.575623
"C17orf53",5.446281,5.356192,5.593663,5.471146,5.731933,5.235937,5.506773
"C17orf58",4.889647,4.90112,4.672672,4.455503,5.029547,4.658924,4.434172
"C17orf64",4.390429,4.491791,4.221753,4.623942,4.405347,4.357472,3.98897
"C17orf75",6.813851,6.20178,7.02317,6.852203,6.654619,6.248209,7.02157
"C17orf77",4.831599,5.227606,4.684202,4.831908,4.852463,5.153295,4.802574
"C17orf78",3.906892,3.863862,4.045141,4.079828,3.925829,3.951427,3.790356
"C17orf80",6.773086,6.638799,6.811824,6.906487,6.451276,6.579394,6.869386
"C17orf82",4.820123,5.39468,4.62082,5.319817,4.857041,4.809108,4.578139
"C17orf97",6.626768,6.040536,5.43381,5.592741,6.518434,5.230505,6.657395
"C17orf99",6.706985,7.362115,7.114405,6.821083,7.110391,6.933872,6.555421
"C18orf12",4.086664,4.511374,4.109635,4.427257,4.736473,4.383638,4.349899
"C18orf21",7.395472,7.007843,7.080776,7.176041,7.132301,7.076008,7.447097
"C18orf25",8.661595,8.377254,8.481237,8.296779,8.475889,8.619921,8.679974
"C18orf54",5.621522,5.215385,5.537806,5.599655,4.994473,5.202603,6.029557
"C18orf65",4.995164,5.405127,5.597975,5.46112,5.285454,5.379086,5.416991
"C19orf12",7.462751,7.035194,7.470909,7.494992,7.832239,7.672261,7.846512
"C19orf18",4.319308,4.04467,4.111608,3.988899,3.893867,4.153018,3.710529
"C19orf25",7.913097,7.789415,7.95492,7.785493,7.964614,7.821945,7.824409
"C19orf33",7.177254,6.890996,6.692822,7.057084,6.861621,6.829086,6.62963
"C19orf44",5.568806,5.534483,5.247023,5.289784,5.758092,5.558846,5.603543
"C19orf47",6.899481,6.731609,7.079371,7.090411,7.358051,6.967166,6.927484
"C19orf48",6.5424,6.521342,6.451743,6.725241,6.390221,6.189318,6.231652
"C19orf53",9.302454,9.128827,9.180026,9.083602,9.019897,9.014099,9.001919
"C19orf54",6.925365,7.069909,7.207781,7.275654,7.355291,7.27146,6.930894
"C19orf57",5.825677,5.514655,5.69697,5.437095,5.79683,5.782248,5.168925
"C19orf67",5.381079,5.279277,5.209645,5.636582,5.13227,5.562033,4.646412
"C19orf71",6.612438,6.909673,6.553072,6.862657,6.89604,6.50551,6.496856
"C19orf73",6.246684,6.115301,6.28861,6.08509,6.130647,6.04588,6.254503
"C1D",4.47059457142857,3.95489857142857,4.48694357142857,4.36423214285714,4.426331,4.03432071428571,4.572501
"C1DP1",8.282255125,8.093542125,7.794493375,7.831765375,8.099434,7.923651625,8.117577375
"C1DP2",6.039613,5.698908,5.655097,5.312045,6.146746,4.952035,6.216569
"C1GALT1",8.849728,8.812701,8.775316,8.669644,8.659649,8.829199,8.802551
"C1GALT1C1",6.552091,6.694929,6.60055,6.462615,6.706795,6.931825,6.996205
"C1GALT1C1L",2.895599,3.205557,3.334742,3.159624,3.30682,3.27996,3.275322
"C1orf100",3.625568,3.882841,3.852258,3.552614,3.513298,3.561373,3.3933
"C1orf105",4.315587,4.960135,4.237029,4.060301,4.195827,4.552088,4.352214
"C1orf109",5.237139,4.865956,5.184884,5.380445,5.20491,5.331468,5.351277
"C1orf112",6.639561,6.447944,6.618994,6.490231,6.541333,6.29109,6.658887
"C1orf115",6.1161,5.79043,5.676885,5.724269,5.918261,6.218533,5.531806
"C1orf116",6.128909,6.437777,6.535578,6.328236,6.019559,6.988498,6.548647
"C1orf122",6.4174,6.289807,6.595607,6.281633,6.357484,6.863413,6.575892
"C1orf127",5.228837,5.63233,5.495789,5.371244,5.602912,5.374301,5.144531
"C1orf131",5.540543,5.807471,5.751705,6.207369,6.125625,5.636176,6.079926
"C1orf137",3.455075,3.641111,3.57928,3.438596,3.778148,3.686751,3.581442
"C1orf141",2.670073,2.939708,3.018561,2.635755,2.709992,2.792509,2.784156
"C1orf146",2.627444,2.682302,2.751083,2.526238,2.53541,2.487322,2.469723
"C1orf147",5.029341,5.041192,4.945943,5.078432,5.441856,5.116076,4.711066
"C1orf158",4.719287,5.189449,4.727911,4.816551,4.768114,4.843554,4.716622
"C1orf159",6.075686,6.51003,6.483407,6.401528,6.512694,6.484258,6.054549
"C1orf162",11.05768,10.84084,11.00421,10.93993,10.97182,10.83037,10.80147
"C1orf167",5.019661,5.139819,5.05947,5.201242,4.866385,5.319343,4.538287
"C1orf174",9.139346,9.206225,9.301191,9.235772,9.160466,9.094539,9.35386
"C1orf189",5.265924,5.320851,4.928197,5.469313,4.655048,5.120195,5.218088
"C1orf194",5.287282,5.547483,5.442535,5.460696,5.423857,5.475949,4.974342
"C1orf198",7.394979,7.817165,7.180256,7.254983,7.250069,7.581456,7.700659
"C1orf21",7.027602,6.614398,7.219884,8.214792,6.541785,7.911151,8.548841
"C1orf210",5.882215,5.835057,5.3833,5.867061,6.27361,5.681073,5.603378
"C1orf216",5.858345,5.975766,5.966248,5.902785,5.851843,6.002104,5.827944
"C1orf220",6.241994,6.509125,6.084702,5.989066,6.208349,5.126359,5.973447
"C1orf229",5.540319,5.50212,5.414621,5.264588,5.900614,5.470712,5.176081
"C1orf35",6.512794,6.423853,6.460757,6.484508,6.42024,6.600254,6.272671
"C1orf43",10.14113,10.22391,10.12105,9.90133,10.04673,9.950061,10.17136
"C1orf50",6.842074,7.099586,7.121835,7.137365,6.889808,6.901291,6.878022
"C1orf52",7.129319,7.088758,7.315504,7.253097,7.041262,7.116845,7.443569
"C1orf53",5.329806,5.470471,5.478636,5.369116,5.414928,5.584622,5.088963
"C1orf54",4.82838,4.879457,4.847281,4.606901,4.827009,4.854518,4.367317
"C1orf61",3.8639195,3.553619,3.801699,3.588684,3.798781,3.5685675,3.623337
"C1orf68",6.288824,6.751786,6.638631,6.418764,6.501638,6.280443,6.3672
"C1orf74",6.456655,6.369543,6.474629,6.825147,6.767262,6.554111,6.645342
"C1orf87",4.852052,4.465578,4.234293,4.05259,4.237087,4.487365,4.061075
"C1orf94",4.150455,5.143462,4.512365,4.463094,4.815602,4.914335,4.726397
"C1QA",4.989239,5.280403,4.977,4.676672,4.989239,4.860993,4.629272
"C1QB",6.326493,6.137509,6.316512,6.010416,5.806183,5.789711,5.789711
"C1QBP",8.28226,8.545353,8.37973,8.231221,8.371807,8.051692,8.201031
"C1QC",5.721361,5.878659,5.411772,5.757664,5.80471,5.795045,5.616458
"C1QL1",6.691905,7.219057,6.811011,6.664475,6.672151,6.878696,6.550357
"C1QL2",4.173135,4.45377,4.405933,4.24995,4.524801,4.313999,4.395807
"C1QL3",5.910919,6.148191,6.091174,5.946492,6.263391,6.398542,5.896551
"C1QL4",4.769444,4.932255,4.996367,5.045429,5.201633,5.251613,4.419168
"C1QTNF1",6.152935,6.533139,6.37837,6.30692,6.659205,6.562196,6.219578
"C1QTNF12",5.55415,5.981536,5.959815,5.902379,5.789927,6.07134,5.4368
"C1QTNF2",5.642613,5.537142,5.455895,5.876682,5.704921,5.779418,5.052499
"C1QTNF3-AMACR",6.783931,6.3418085,6.902677,6.84328,6.670796,6.7941,6.9273625
"C1QTNF4",6.157738,6.335225,6.189346,5.925972,6.118232,6.275172,5.551086
"C1QTNF6",6.358085,6.283505,5.887296,6.107158,6.295544,5.843239,6.09409
"C1QTNF7",3.743284,4.329822,3.920916,3.971332,3.967515,3.807606,3.749152
"C1QTNF8",5.140067,5.163279,5.006217,4.980427,4.895504,5.298576,4.419447
"C1QTNF9",3.476753,3.548032,3.207563,3.40112,3.13192,3.77844,3.282955
"C1QTNF9B",4.353124,3.817157,3.855562,4.21408,3.8623,3.927612,3.615921
"C1R",5.986142,6.244376,5.882779,5.97648,5.999596,5.898911,5.980011
"C1RL",8.850698,9.191463,9.373678,9.080302,9.406116,9.073604,9.312229
"C1RL-AS1",6.676232,7.117186,6.856181,6.601827,7.085185,6.95156,6.732524
"C1S",4.06161,4.192164,3.794032,4.116341,3.949542,3.921999,3.922284
"C2",5.33297333333333,5.394053,5.54430033333333,5.51498,5.67372266666667,5.40464566666667,5.528065
"C20orf141",5.58297,5.986395,5.88272,5.745157,6.020856,5.830291,5.579432
"C20orf144",7.108078,7.541898,7.045331,7.20955,7.331534,7.452579,6.788614
"C20orf173",4.036675,4.275019,4.157288,3.969097,4.028954,4.107561,3.934305
"C20orf181",5.486107,5.576269,5.746107,5.810284,5.856812,5.795366,5.59725
"C20orf187",2.469847,3.088933,2.927701,2.919542,2.663834,2.542945,2.455693
"C20orf194",7.759868,7.348695,7.70098,7.716937,7.49729,7.767231,7.770419
"C20orf197",7.114897,6.669998,7.664893,7.528074,7.386302,7.362627,7.389879
"C20orf203",3.603323,4.042399,4.307879,4.200613,4.841872,4.159281,3.871445
"C20orf204",5.695024,5.949207,5.646681,5.843519,5.912039,6.032514,5.491803
"C20orf27",7.156083,6.909263,7.088141,7.033844,6.5038,6.867811,6.96567
"C20orf78",3.573231,4.159525,3.540533,3.709917,3.761179,3.913381,3.846243
"C20orf85",4.573365,5.089293,4.738349,4.451955,4.821849,4.660439,4.214183
"C20orf96",4.868698,5.38444,5.210927,5.43646,5.011142,5.345559,5.156518
"C21orf58",5.65297,6.154644,5.957297,5.849476,5.838665,5.890848,5.812455
"C21orf62",5.118061,5.493718,5.228952,5.77652,5.450398,5.57101,5.292249
"C21orf62-AS1",6.374297,5.985212,6.061574,6.064365,6.134865,5.765209,6.074603
"C21orf91",7.293754,7.461588,7.707469,7.619872,7.822579,7.46455,7.735796
"C22orf15",4.78672,4.800114,4.630279,4.836285,4.588018,4.235823,4.401801
"C22orf23",4.998185,5.090497,4.811393,5.286933,5.011332,4.826665,4.73377
"C22orf24",4.977727,4.828898,4.951195,5.177011,5.423466,5.4134,5.200682
"C22orf31",3.633632,3.830976,3.733994,3.586452,3.645857,3.466708,3.704274
"C22orf34",6.925122,7.348418,7.284193,7.891505,7.948596,7.694136,7.879338
"C22orf39",7.515076,7.681178,7.788544,7.658601,7.690159,7.52771,7.693027
"C22orf42",5.307813,5.748462,5.341874,5.140914,5.148685,5.226243,4.785572
"C22orf46",5.981304,5.982131,6.176179,5.99439,6.148227,5.793768,5.981304
"C2CD2",7.022786,6.885566,7.007287,6.863204,7.074996,6.931644,7.156005
"C2CD2L",8.404565,8.300707,8.56791,8.404565,8.392825,8.404565,8.092755
"C2CD3",8.0937555,8.031081,8.1096565,8.4393435,8.1607475,7.974015,8.3615255
"C2CD4A",5.673129,5.668164,5.399889,5.896832,5.379316,5.724793,5.617206
"C2CD4B",5.784187,6.332668,6.091171,5.901487,6.04924,6.321117,5.404169
"C2CD4C",5.515483,6.125133,6.181742,5.857512,5.798466,5.837833,5.709939
"C2CD5",9.060144,8.87655,8.916234,9.124552,8.941381,9.036839,8.911553
"C2CD6",3.472746,3.366805,3.472938,3.57902,3.389123,3.707499,3.698853
"C2orf15",5.031691,4.504509,3.811421,4.488451,3.808044,3.820063,4.008979
"C2orf16",3.832734,4.115775,4.252112,4.044044,4.079745,4.146625,4.090644
"C2orf27B",6.3341875,6.377505,6.518674,6.514321,6.33495,6.5741655,5.958405
"C2orf42",8.276477,7.934509,8.206827,8.281391,8.170937,8.152245,8.34194
"C2orf49",8.388979,8.179579,8.221198,8.135454,8.19343,8.417387,8.399693
"C2orf50",5.117501,5.189331,5.417734,5.032441,5.519635,5.337246,4.992531
"C2orf66",3.83936,4.020606,3.83936,3.697087,4.117815,3.810963,3.844757
"C2orf68",8.63067,8.755073,8.797037,8.66921,8.810658,8.569561,8.542701
"C2orf69",7.14018,6.827057,7.096272,6.979423,6.474508,7.11744,6.979311
"C2orf73",3.70204,3.766896,3.940617,3.53635,3.840595,3.644472,3.748811
"C2orf76",5.743402,4.54303,5.451756,5.377741,5.091546,4.911284,6.037029
"C2orf78",4.768714,5.569977,4.931654,5.132526,5.096026,4.955599,4.62831
"C2orf80",3.717344,4.040808,3.801384,4.252472,4.173563,3.71948,3.990253
"C2orf81",6.221226,6.053285,5.939994,6.01121,6.068162,6.042186,6.069494
"C2orf83",4.972913,5.266098,5.148507,4.964408,5.021778,5.224675,4.89063
"C2orf88",6.722693,7.065597,6.714907,6.591503,6.735823,7.151235,6.784506
"C3",5.728727,5.363327,5.61269,5.495076,5.677377,6.15329,6.329788
"C3AR1",9.847446,8.376028,9.475312,9.070634,9.536139,9.526064,8.785995
"C3orf14",4.241255,4.021809,4.355404,3.739543,3.976606,4.438071,4.30485
"C3orf18",6.538993,6.476332,6.539674,6.67848,6.279126,6.426714,6.382557
"C3orf20",5.268169,4.826971,5.302448,5.309017,5.205916,5.570673,5.382979
"C3orf22",4.845022,5.547105,5.116234,5.197169,5.51909,5.197169,4.88357
"C3orf33",5.156968,5.576348,5.345268,5.462533,4.992273,4.851209,5.057906
"C3orf35",6.230423,6.162571,6.0683,6.550045,6.206571,5.935721,6.70794
"C3orf38",8.332836,7.98428,8.087174,8.050812,7.988466,7.969658,8.346688
"C3orf49",4.791162,4.648347,4.587877,4.59667,4.496361,4.606102,4.21406
"C3orf52",4.30329,4.762846,4.394603,4.478313,4.384132,4.122256,4.463616
"C3orf56",4.728276,4.897137,4.748296,5.014465,4.957725,4.793909,4.66688
"C3orf62",9.328586,9.121549,9.363004,9.419029,9.353106,9.277309,9.445053
"C3orf67",3.965223,4.060028,4.118674,3.937135,3.862017,3.994529,3.913938
"C3orf70",5.032723,5.017929,4.885312,4.79434,5.156515,5.026141,4.858408
"C3orf79",3.424243,3.561766,3.257861,3.244541,3.20116,3.455189,3.269025
"C3orf80",4.433103,4.908066,4.465107,4.509562,4.557146,4.628062,4.064991
"C3P1",4.377625,4.640388,4.447624,4.241376,4.349608,4.753177,4.410557
"C4A",5.914562,6.779729,6.254315,6.072145,6.190752,6.850597,6.035769
"C4BPA",4.713947,5.138184,5.120459,5.288314,9.747406,5.625638,5.131331
"C4BPB",4.815083,4.940646,4.847365,4.811194,4.996419,4.732445,4.816252
"C4orf17",3.376147,3.376147,3.134746,3.336426,3.376147,3.376147,3.268454
"C4orf19",4.654817,4.770591,4.416415,4.530266,4.918559,4.41726,4.6533
"C4orf3",7.583534,7.520775,7.542375,7.618706,7.668043,7.68295,7.881054
"C4orf33",6.982418,7.181592,7.217792,7.202737,7.26284,7.024975,7.232254
"C4orf36",4.302436,4.39086,4.379946,4.20311,4.516478,4.194715,4.214909
"C4orf45",3.619805,3.800952,3.764196,3.399018,3.310075,3.619805,4.169702
"C4orf46",6.410136,6.372574,6.8233365,6.635922,6.2670935,6.420019,6.812488
"C4orf50",4.705482,5.573576,5.689914,6.20715,5.623303,5.938843,5.456705
"C5",6.287994,6.485014,5.593378,5.87428,5.938241,6.464036,6.24899
"C5AR1",11.46397,11.50099,11.59666,11.52728,11.57398,11.47892,11.51999
"C5AR2",9.88159,9.692986,10.03174,10.17985,10.01824,9.85922,9.95487
"C5orf15",7.974398,7.67978,7.729181,7.646633,7.771934,7.85605,7.999976
"C5orf17",3.752875,3.355698,3.814586,3.547374,4.461232,3.662229,3.679237
"C5orf22",8.376513,8.29841,8.313301,8.091195,8.146954,8.658145,8.491951
"C5orf24",8.830744,8.628287,8.825043,8.767309,8.392218,8.769198,8.710022
"C5orf30",6.806781,6.690005,6.570085,6.359411,6.441258,7.117408,6.808717
"C5orf34",4.681901,4.569105,4.714022,4.770302,4.492927,4.735945,4.980958
"C5orf38",5.035392,5.605301,5.250808,5.131871,5.38191,5.42774,5.196742
"C5orf46",3.197082,3.316336,3.368341,3.232149,3.254819,3.352166,3.229633
"C5orf47",3.778798,3.895158,3.960091,3.939702,4.195562,4.025585,4.029926
"C5orf51",9.136804,9.028787,9.012541,8.908655,8.947962,8.791669,9.086619
"C5orf52",4.25817,4.583742,4.18708,3.975843,4.183025,4.234813,4.087304
"C5orf56",8.579285,8.623239,8.712465,8.982376,9.021593,8.842982,9.143455
"C5orf60",5.144179,5.8037565,5.435483,5.366596,5.491561,5.453141,5.1561145
"C5orf63",7.514697,7.251191,7.077967,7.19097,7.267231,6.81672,7.277241
"C5orf64",4.810546,4.778011,4.837475,4.751167,4.715653,4.761584,4.605578
"C5orf66",5.802909,5.681753,5.554221,5.761379,5.423045,5.711108,5.372429
"C6",2.944512,3.151511,3.19051,3.424388,3.151511,3.205019,3.191694
