"","GSM1923000","GSM1923004","GSM1923010","GSM1923012","GSM1923007","GSM1923020","GSM192998","GSM1922995","GSM1923002","GSM1923008","GSM1923015","GSM1923018","GSM1923022","GSM1923017"
"HIST3H2A",4.738884,5.212056,5.09012,4.698133,4.727296,5.287351,5.198925,4.869349,5.13186,5.272122,4.600464,5.600736,4.936647,4.799276
"HIST3H2BA",8.62521,8.979997,8.478112,8.710998,8.506957,8.472841,8.67994,8.557215,8.670766,8.790266,8.526581,8.36885,8.818352,9.074082
"HIST3H2BB",6.401203,6.764788,6.172047,6.323834,6.022831,6.38198,5.96455,6.298317,6.718616,6.463831,6.315958,6.211257,6.700955,6.400887
"HIST3H3",5.482377,5.873209,5.523205,5.663836,5.185543,5.679608,5.411666,5.658877,5.515716,5.59084,5.193577,5.581301,5.442111,5.729297
"HIST4H4",6.922853,6.920114,7.411049,7.273376,7.369916,7.091952,7.337337,7.097177,7.279074,7.091945,7.049961,7.213189,7.04781,6.822255
"HIVEP1",9.240476,9.25055,9.453861,9.206569,9.434951,9.500027,9.449388,9.452144,9.32871,9.310104,9.197231,9.311265,9.449734,9.451823
"HIVEP2",9.743154,9.509443,9.642523,9.242443,9.71646,9.603173,9.498536,9.738767,9.593049,9.417895,9.522745,9.94628,9.473495,9.32783
"HIVEP3",7.294812,7.190252,6.668985,6.922686,7.094872,6.76992,7.033037,6.653461,6.561217,6.708026,7.441127,6.907476,7.090474,7.026353
"HJURP",5.400836,5.356085,5.38257,5.542239,5.400836,5.305283,5.474042,5.551392,5.581957,5.576174,5.155195,5.460476,5.612092,5.462429
"HJV",4.427114,4.791536,4.502588,4.820552,4.613298,4.706231,4.482792,4.457456,4.595435,4.595435,4.411018,4.524745,4.549857,5.167464
"HK1",8.52303,8.804101,8.599456,8.635407,8.629837,8.82384,8.83602,8.780566,9.38213,8.928286,8.724511,8.823473,9.567961,9.026099
"HK2",9.317924,9.501473,9.142796,8.673055,9.412437,9.039835,8.660776,8.887312,8.964613,9.073498,8.821457,9.268379,8.466188,9.299544
"HK3",8.243221,8.190849,8.506052,8.244443,8.505268,8.374329,7.984073,8.298537,8.125165,8.533218,8.159011,8.535954,8.490234,8.663348
"HKDC1",5.093732,4.846169,4.88097,5.241085,5.082036,5.297398,5.072858,5.587087,5.228371,5.11041,5.110066,5.23177,5.026591,4.728895
"HLA-A",12.88311,12.89541,13.0178,12.91815,13.00597,12.91912,12.91031,12.98632,12.84805,12.98365,13.09823,12.96761,12.88732,12.94603
"HLA-B",13.0102666666667,12.9781633333333,13.1442166666667,13.0848033333333,13.1872266666667,13.07338,13.02602,13.12318,12.9755,13.12608,13.24591,13.0701933333333,13.04578,13.0647933333333
"HLA-C",12.65732,12.624325,12.84924,12.850615,12.857055,12.786925,12.596765,12.814585,12.597245,12.805035,12.893105,12.80998,12.78214,12.77105
"HLA-DMA",10.75137,10.94756,11.17735,11.1232933333333,10.6688533333333,10.5272166666667,11.01217,10.7477733333333,10.3455066666667,10.93468,10.8180433333333,10.82622,10.6366166666667,11.0004233333333
"HLA-DMB",10.453585,10.46027,10.942395,10.96995,10.59863,10.362825,10.997015,10.51824,9.9171255,10.321935,10.40886,10.521175,10.25799,10.654705
"HLA-DOA",8.297891,8.1574705,8.3779135,8.7306995,7.8883575,7.9922495,8.418195,8.3332675,7.4548925,7.9629385,7.8940575,8.326974,7.5490185,7.918583
"HLA-DOB",8.0172605,7.9173935,7.7301765,8.9497235,7.6063435,7.9327565,8.760954,8.1064405,7.8455785,8.017168,7.3851135,8.076548,7.3376365,7.7411885
