,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
7911276,3.108714,3.159222,3.053118,3.314119,2.792906,3.157072,2.934019
7947561,3.559343,3.422987,3.37518,3.431859,3.285842,3.254593,3.144889
8053549,5.47507,5.475611,5.565804,5.103652,5.511872,5.046008,5.046598
7909624,4.825986,4.929097,5.03255,4.889161,4.902558,4.892958,4.801181
7946029,4.210438,4.032859,3.902176,3.932684,3.872715,4.097877,3.775398
8118611,4.389528,4.198578,4.453988,4.691889,4.554955,4.368234,4.620162
8061373,6.441896,6.463606,6.43869,6.461412,6.429548,6.439821,6.595856
7986736,5.075307,4.659475,4.710609,4.8708,4.920908,5.000808,4.954555
8096661,5.459457,5.500471,5.554037,5.734737,5.851077,5.549381,5.551041
8014197,5.082818,5.033092,4.407751,4.44275,5.697269,4.663407,4.893405
7928365,2.509104,2.438842,2.42936,2.441839,2.42936,2.453059,2.325992
8032076,8.417984,8.671177,8.451522,8.597846,8.395241,8.577347,8.770991
8168841,2.287118,2.499018,2.524925,2.479364,2.406824,2.492221,2.328077
8149646,6.685566,6.659097,6.514913,6.37259,6.563593,6.552683,6.597151
8061471,4.682874,4.655762,5.151573,4.646922,5.126773,4.893111,4.658458
8011093,10.60299,10.26986,10.35493,10.31546,10.32197,10.51563,10.42375
8002897,5.790895,5.302936,5.735672,5.092372,5.743863,5.324638,5.396294
8140371,8.086657,7.893089,8.042372,8.40853,8.200241,8.260888,8.163523
8040211,7.589149,8.208986,8.319611,7.785742,7.772341,8.061886,8.012541
8068902,8.175191,8.235817,8.225643,8.025096,7.943078,7.902865,8.162238
8178826,10.45812,9.961627,9.962425,10.63781,9.778827,10.21578,10.19836
7914235,8.510132,8.453864,8.737522,8.694826,8.709737,8.373049,8.512245
7939805,7.507457,7.506079,7.30712,7.697444,7.426584,7.610988,7.810964
8064432,8.292806,8.110985,8.21932,8.449152,8.269588,7.981226,8.127812
8169659,7.740304,8.07352,7.704975,7.849132,8.140845,8.057828,7.756065
8031344,7.834206,6.671745,7.226489,7.48281,6.651172,7.314255,7.398961
7924327,6.903595,7.266176,7.172409,7.049567,6.895877,6.942936,6.835206
8017251,5.508342,5.355563,5.422626,5.486448,5.424726,5.281924,5.475531
7904927,4.484087,4.637038,4.604754,4.757184,4.840446,4.67571,4.898825
7948308,4.930135,4.99261,4.831466,4.584409,4.686199,4.695819,4.734429
8053662,6.317937,6.403548,6.484473,6.307247,6.60025,6.320687,5.941192
8015236,6.803175,6.571052,6.920602,6.528389,6.409039,7.009998,6.69793
7943156,4.226899,4.39098,4.004439,4.442898,4.456775,4.196321,3.842165
8131087,7.215872,7.020477,7.294992,6.988988,7.154994,7.117309,7.331209
8067867,6.045191,5.882231,5.809944,5.705191,5.720946,5.864685,5.978239
8111251,3.551951,3.80717,3.657466,3.553846,3.737561,3.51156,3.517767
8119582,9.402785,9.042252,9.374836,9.072462,9.279383,9.154949,9.19313
7983256,4.335235,4.130203,4.438807,4.138796,4.140966,4.204626,4.385558
8075162,2.385293,2.555908,2.452834,2.537031,2.461349,2.477619,2.248758
7936762,8.502146,8.45255,8.585922,8.311313,8.511323,8.45165,8.46665
7897522,6.188879,6.000437,6.019228,6.189835,6.961967,6.79777,6.083265
8019877,11.81671,11.64427,11.72836,11.61813,11.81418,11.6731,11.57225
7973149,5.449212,5.163416,5.334376,4.946452,5.367887,5.187248,5.204716
8022608,5.741798,5.402673,5.677684,5.326415,5.479208,5.102125,5.610448
7955624,5.771558,5.89135,5.700975,5.637225,5.566158,5.853143,5.60788
8176663,3.408798,3.394989,3.407235,3.498182,3.381355,3.333224,3.063164
8134552,11.91753,12.04542,11.95522,12.00521,11.88086,12.04477,12.02094
8030393,5.299858,5.299783,5.411465,5.106827,5.174092,5.146304,5.088264
7910257,6.707831,6.347075,6.684541,5.926165,6.394969,6.760076,6.34892
8116664,8.441699,8.649386,8.601946,8.52313,8.574388,8.500254,8.441932
7930120,7.385629,7.414661,7.369139,7.531121,7.401771,7.441651,7.585266
7973080,5.013002,4.474177,4.76823,4.583946,4.4212,4.639384,4.42723
8127932,4.285305,3.962204,4.011135,3.824495,4.138721,4.099798,3.865822
8069933,6.279249,6.379109,6.080345,6.563827,6.264693,6.540658,6.263084
7995448,8.45147,8.256532,8.585837,8.891098,9.017655,8.658073,8.466022
7992219,7.091209,6.734381,6.591944,6.273052,6.449797,6.26424,6.591944
7901192,5.211566,4.844812,5.279487,5.080089,4.965843,5.247488,5.09401
8125825,9.274697,9.363362,9.609595,9.229641,9.223212,9.29524,9.370023
8105121,4.231616,4.261336,4.379466,4.307452,4.123385,4.222611,4.086482
7965873,3.923639,3.566934,4.415403,3.620291,3.534167,3.557814,3.555162
7958466,6.997573,7.340739,6.689335,6.973642,6.797714,6.987045,7.256968
7906775,9.271563,8.310571,8.807949,8.669382,9.191187,8.71321,8.687056
8141746,3.482469,3.324162,3.750945,3.635171,3.482469,3.686435,3.7365
8141173,6.068779,5.952565,5.918217,5.998824,5.816597,6.004884,5.990228
7979804,3.791676,3.367192,3.573893,3.45308,3.52423,3.340089,3.252302
8074744,3.048834,2.996241,3.326494,3.170924,3.271643,3.084928,3.294832
8056810,4.998082,5.258695,5.229403,4.60526,5.163113,4.944056,4.851885
8042530,4.789661,4.368857,4.728562,4.651257,4.383197,4.890188,4.829952
7906552,4.37638,4.160386,4.481056,3.97675,4.378786,4.686912,4.062173
8128850,5.878242,6.049606,5.870292,5.763349,5.92462,6.429481,6.085919
8137979,12.70432,12.67645,12.66156,12.69445,12.65531,12.69472,12.69162
8094638,6.784815,6.781333,6.45789,6.912107,6.913763,6.697721,6.930333
8037205,9.06775,8.231956,9.079039,8.864323,8.740095,8.89845,8.91698
8163839,5.461645,6.357022,5.690716,6.041012,5.495286,6.222867,5.744492
8144721,3.232958,3.301166,3.458713,3.284814,3.266079,3.260626,3.101409
8113305,9.110267,8.952641,9.081609,8.992536,9.190639,8.936635,8.918131
8117653,8.628672,8.983338,8.503243,8.772857,8.57749,8.691022,8.714122
8148070,4.515876,4.347804,4.36173,4.376084,4.395591,4.461492,4.270161
7980828,10.29398,10.56403,10.65311,10.41107,10.35857,10.441,10.53997
8125798,6.263778,6.012764,6.122527,5.929901,6.361401,6.077642,5.926834
7933535,3.744523,3.800853,3.681717,3.711042,3.799451,3.656941,3.724065
8105456,5.175266,5.673765,5.774499,5.789009,6.057227,5.303392,5.602285
8035201,6.019801,5.812201,6.02283,5.918281,5.994678,6.064895,6.138897
7986947,6.281156,6.210605,6.328146,6.161167,6.037806,6.134152,6.244874
8121596,6.288022,6.075342,6.333941,6.382813,6.39865,6.604806,6.044466
8098328,8.329529,7.988067,8.285942,8.310552,8.354279,8.18575,8.163965
8052143,8.170773,8.258644,7.983717,7.977194,8.056423,8.09918,8.125787
8000236,7.797254,8.350264,8.014994,7.773622,7.837738,7.80444,7.977553
8014861,3.308676,3.756641,3.019382,3.248335,3.688837,3.504325,3.513209
8012004,3.908236,3.762665,3.8367,3.617111,3.699911,3.856761,3.770075
8098421,6.876513,6.577724,6.894891,6.374047,6.637591,6.553599,6.97691
7978064,5.35113,5.462196,5.462196,5.217577,5.363347,5.65205,5.465302
7906978,8.643857,9.410784,8.826423,9.522386,9.106918,9.270966,9.237166
7952781,4.459511,3.84831,4.349814,4.209572,4.204687,4.547954,4.727993
8017283,7.352324,7.486339,7.24055,7.179694,7.434624,7.004839,7.231514
7947892,4.870096,5.233901,5.448401,5.61458,5.313104,5.212133,4.306433
8046790,4.958505,4.844595,4.746285,4.628814,4.956027,4.957035,4.778337
8122343,9.59409,9.476264,9.384259,9.760635,9.673429,9.587626,9.590832
7924868,7.153095,7.32153,6.966632,7.272753,7.094023,7.203013,7.218016
8180166,12.21205,12.07711,12.13988,12.1051,12.02208,12.13529,12.12792
8170249,4.056446,3.674592,3.734499,3.930283,3.727996,3.801939,3.684406
7915682,6.138614,6.181565,5.65599,6.242876,5.927269,6.076444,6.323792
8050215,11.0125,11.25355,11.20996,11.3181,11.04728,11.11079,11.25192
8145797,4.261974,4.184367,4.465293,4.338405,4.20382,4.575234,4.034931
7899096,6.932573,6.924428,6.777933,7.022487,6.837611,7.040706,6.77774
8120967,6.358136,6.73643,5.697121,6.632381,6.016865,6.26086,5.775102
7966046,5.547758,5.968935,5.425163,5.977188,5.858864,6.036477,5.850256
8068305,6.23786,6.811795,6.557503,6.16248,6.230503,6.575399,6.110182
8168424,5.373475,5.220993,5.326753,5.027305,5.167246,5.390875,5.33668
8002029,5.901911,5.649732,5.969301,5.932419,5.750324,6.031181,5.865041
7976451,4.443425,4.647679,4.241289,4.329822,4.483038,4.329822,4.291039
8097809,4.446247,4.500967,4.59874,4.395971,4.651258,4.937452,4.710395
7897044,7.849799,8.041613,7.774006,7.742168,7.589814,7.760214,7.895282
8175209,4.141057,3.841876,4.040341,3.959541,4.011628,3.849211,4.039501
8121727,3.639268,3.620817,3.544861,3.368829,3.524257,3.518012,3.482937
7919856,10.74334,10.57619,10.45702,10.59035,10.38589,10.52847,10.59683
7924230,9.030444,9.276305,8.916313,9.312914,8.930591,9.250498,9.288066
8106448,4.435958,4.93292,4.697197,4.659447,4.833017,4.612448,4.687374
7930311,5.819074,5.430635,6.072783,5.804225,5.857692,5.958867,6.087999
7930614,8.408591,8.65152,8.46277,8.566137,8.457605,8.479703,8.61868
7912701,6.644821,6.338007,7.025376,6.1016,6.121888,6.31159,6.527416
7976425,5.738277,5.527174,5.504171,5.495862,5.37887,5.694551,5.539222
8000930,3.135167,3.178779,2.794673,2.987544,2.412463,2.910805,3.100113
7961031,6.833033,7.439759,7.734478,7.271451,6.599756,7.296415,7.244321
8163017,3.520348,3.271905,3.869511,3.541547,3.211241,3.910098,3.477286
8028227,8.538364,8.980141,8.254976,8.850294,8.742114,8.721579,8.814441
7964757,8.466406,8.386321,8.176142,8.793271,8.826227,8.575967,8.582248
8173917,5.279162,5.641951,5.367807,5.830325,5.403384,5.460535,5.472561
8166769,3.432085,3.462175,3.425202,3.586789,3.798824,3.463136,3.521413
7975095,8.851271,8.522379,8.777957,8.830791,8.751201,8.595218,8.594197
8150101,3.210923,3.138464,3.087435,3.038369,2.832257,3.268658,2.803726
7910030,2.816721,2.716176,2.864359,2.643717,3.072757,2.746308,2.676744
7964846,4.579165,4.476138,4.608894,4.217517,4.796511,4.32988,4.734014
8074201,2.829544,3.39334,3.134458,3.411638,2.963917,2.800385,2.761341
8053735,5.967652,5.981016,7.137897,6.116195,5.297748,6.047092,6.001042
7937847,6.349335,6.344861,6.242853,6.435795,6.299196,6.374691,6.262198
8136578,3.467041,3.288877,3.556856,3.265254,3.249303,3.380052,3.465644
7972561,3.76622,3.319342,3.575284,4.128082,4.38626,4.014636,4.160813
7974229,8.422204,9.015251,8.796625,9.024314,9.191821,8.840075,8.866797
8131444,7.227348,7.195033,7.289618,7.256415,7.218857,7.469953,7.135464
7907351,6.360811,6.15508,6.451169,6.370048,6.317196,6.517208,6.439464
7983564,3.836775,4.776202,3.476619,3.892869,3.517983,3.970955,3.608587
8037732,5.792695,5.489053,5.726319,5.375709,5.614236,5.680696,5.647904
7944525,7.865249,7.576051,7.743522,7.246066,7.720532,7.630355,7.613448
8101203,2.543259,2.22432,2.390305,2.421124,2.413806,2.346136,2.363182
8045146,6.663329,6.810642,6.69843,6.611948,6.51409,7.021548,6.778936
7985117,6.093916,6.009243,6.451329,5.882128,5.928249,6.25516,6.166035
7942793,5.114715,4.787136,5.001173,4.8311,5.039843,4.736812,5.337221
7926661,8.714044,8.522373,8.735083,8.763906,8.776025,8.809961,8.410713
8176524,4.096869,4.203122,4.091251,4.020586,3.831005,4.207578,4.035918
8167152,5.788076,5.77689,5.716928,5.484907,5.476558,5.569934,5.596355
8159965,7.576039,7.203671,7.328772,7.182006,7.507226,7.425888,7.422653
8067277,5.360714,5.151249,5.218524,5.316456,5.244483,5.176569,5.191629
8148049,8.587418,8.771952,8.790535,8.24372,8.153501,8.360311,8.038106
8097335,3.382504,3.524124,3.412024,3.357684,3.316641,3.365709,3.406877
8043347,4.450116,4.192108,4.380724,4.333694,4.191578,4.335173,4.555893
8094870,4.015947,4.142632,4.719631,4.193588,4.489096,4.795012,4.251318
8035175,6.153872,5.978897,6.141492,6.023937,6.217444,6.351295,5.87169
8093997,5.611078,5.435774,5.541285,5.543287,5.225616,5.540658,5.541538
8031768,6.564913,6.550448,6.421566,6.812678,6.467669,6.227019,6.75719
8018786,4.720316,5.999408,4.692756,5.645379,5.05163,5.555559,5.641568
8148985,9.060348,8.952186,9.207544,9.641601,9.196404,9.031953,9.11251
8135363,10.48453,10.34158,10.58275,10.39962,10.49506,10.468,10.35406
8133040,1.97518,2.004613,1.962809,2.005138,2.105695,1.997465,2.03816
8098084,7.320881,7.470336,7.321971,7.440329,7.319884,7.313466,7.193379
8151633,5.63666,5.221715,5.275918,5.808514,5.288688,5.517357,5.395113
8116130,7.078372,7.174,6.48865,7.071923,6.879519,7.459794,7.261788
8048116,7.270929,7.602044,7.374528,7.24756,7.233583,7.236917,7.476429
7951679,7.006729,7.535595,7.409654,7.851586,7.874468,7.78303,7.310726
7962226,4.63385,4.607199,4.883398,4.675451,4.543536,4.588774,4.665435
8080962,3.169484,3.259183,3.278476,3.164749,3.342502,3.094389,3.17804
8137050,5.006207,4.590541,4.917186,4.482694,4.694385,4.860552,4.814702
7974387,9.548294,9.657223,9.50703,9.734272,9.728859,9.677571,9.758759
8095021,4.673809,4.838077,4.745403,4.483478,4.572257,4.565403,4.39731
7905131,4.734824,4.301108,4.483897,4.349681,4.34318,4.257232,4.268314
7941511,8.959419,8.815983,9.091929,8.984341,8.917089,8.898433,8.884863
8147206,8.514257,8.664247,8.679108,8.892567,8.711809,8.698842,8.499722
8039680,7.581348,7.549171,7.526979,7.718443,7.651563,7.525683,7.571529
7898002,5.51665,5.13203,5.40809,5.314692,5.275225,5.334622,5.161205
8145914,7.564142,7.457789,7.725249,7.631627,7.561696,7.635203,7.598596
7971369,4.268567,3.895373,4.560979,4.030237,4.228542,4.204646,4.264619
7950921,6.065336,5.573645,6.167924,5.807071,5.508723,5.733465,5.740891
8126033,5.800389,5.964819,6.074892,5.707868,5.83245,6.072169,5.534037
7938063,4.144562,4.126,4.203645,4.237039,4.094795,4.321357,4.114732
8080911,6.232545,6.02903,6.025089,6.914476,6.382661,6.204543,6.169677
8175438,5.750481,5.864758,6.109648,5.796387,5.74083,5.690398,5.772115
8115675,2.394456,2.394456,2.317509,2.530521,2.328706,2.325824,2.38368
8052418,6.807619,6.919702,6.809245,7.052021,6.724667,6.965562,6.713281
8165692,7.117175,7.310162,6.895411,6.990355,6.575244,6.182032,7.511884
7953291,8.293064,8.383959,8.650553,8.450642,8.331401,8.604086,7.998784
7959484,5.239207,5.472237,4.964623,5.050539,5.271931,5.623976,5.071823
8164937,5.951423,5.487626,5.951655,5.711229,5.511122,5.766207,5.988917
7962895,7.709311,7.835003,8.21548,7.793176,7.779208,7.885403,7.809645
7911323,4.501324,4.393268,4.512411,4.446589,4.282231,4.389381,4.491196
8069332,6.374481,6.050816,5.972053,6.372533,6.489089,6.313044,6.604576
8130976,4.057328,3.844726,4.041673,3.932219,3.941077,3.797263,4.069983
8103859,8.898595,9.341644,9.131185,9.165639,8.87606,9.2378,9.198912
7998211,8.081757,8.229433,8.00383,8.173273,7.94112,8.151117,8.263152
8052119,3.623345,3.622516,3.348767,3.349334,3.426313,3.366604,3.227236
8082643,5.239134,5.113356,5.24563,5.283454,5.480659,4.998051,4.797718
8084742,10.26871,10.10641,10.31172,10.17706,10.13153,10.15083,10.16838
8030881,9.820024,9.937772,9.913922,10.03222,9.636534,9.87553,10.06852
8120210,5.830015,5.462214,5.86089,5.574801,5.657413,5.521727,5.544199
8126303,11.26405,10.99257,10.94646,11.21566,10.92562,11.07443,10.86866
8161854,3.273844,3.321534,3.243892,3.019587,2.960622,3.445507,2.968751
8117724,3.364924,3.336126,3.839279,3.392301,3.112854,3.586979,3.770075
8177269,3.858411,3.611932,4.193741,3.672065,3.935372,3.5028,4.635922
8116051,6.505824,6.635874,6.917971,6.6828,6.679787,6.43182,6.703351
8156337,3.14141,3.082555,3.321418,3.177375,3.119949,3.219343,3.097554
7985308,3.768332,3.69519,3.989979,3.680767,3.614462,3.723355,3.688277
8142143,9.642865,10.01479,9.623739,9.911711,9.521421,9.712517,9.61613
8069880,8.405253,8.408258,9.06836,8.474952,8.422521,8.730145,8.639673
8094460,10.23111,9.764645,10.15092,10.19923,10.23243,10.02703,10.06093
8080989,2.165905,2.303785,2.168063,2.149406,2.112227,2.153591,2.207312
7927060,2.369313,2.399939,2.482136,2.541177,2.395122,2.606748,2.435002
7942381,10.16823,9.826645,9.937161,9.849149,10.13355,9.753465,10.00447
8041027,6.010419,6.619164,6.358236,6.797119,6.609229,6.54248,6.677399
8149638,9.446131,9.741241,9.608893,9.553843,9.228813,9.734017,9.692878
7962625,5.728184,5.457464,5.752808,5.450172,5.932638,5.842521,5.711184
8101256,3.528507,3.225106,3.274194,3.363293,3.447174,3.155191,3.271598
8173166,3.861331,3.870024,3.983532,3.770328,3.655701,3.971792,3.746773
7990307,4.157527,3.938332,4.381903,4.246179,4.172842,4.208057,4.115921
8083826,8.477813,9.272492,8.449602,8.77935,8.994296,8.649351,8.530025
7906993,6.128017,5.8007,6.001848,5.726371,5.643754,5.788588,5.725996
8043426,6.821289,6.418976,6.734855,7.034874,6.539882,7.4301,6.614746
7960165,7.076897,7.429209,7.229429,7.313785,7.025904,7.381596,7.2733
7937782,8.420877,8.826584,8.375745,8.508983,8.224619,8.406553,8.707005
7975311,7.093558,6.803367,6.669043,6.841799,6.43683,6.79375,6.97276
8035050,8.945162,9.096447,8.870823,8.845786,8.882092,8.87831,9.130396
8085358,6.349288,6.175029,6.426974,6.743821,6.686432,6.338847,6.477605
7984353,5.442245,5.455389,5.256153,5.252944,5.359911,5.509013,5.649736
8055492,6.090889,5.680389,6.015702,5.978151,5.740354,5.691908,5.832627
7938208,6.658482,6.092092,6.349263,6.165482,6.08111,6.174231,6.271084
8049079,5.188177,4.85554,5.22111,5.075184,4.751057,5.022264,5.039781
8045332,7.765809,7.721514,7.620574,7.547632,7.675528,7.667102,7.692224
8076792,9.382059,9.509987,9.723623,9.696089,9.572748,9.49145,9.622443
8075239,9.305425,8.929623,9.178559,9.405422,9.407524,9.081146,8.98574
7922095,8.148281,8.457832,8.096785,8.519556,8.479429,8.326683,8.43235
7986687,7.845873,7.892793,7.505214,7.8149,7.804121,7.762397,7.856332
7910164,8.441608,8.261499,8.545168,7.959507,7.815289,8.100527,8.206227
8005994,8.323397,8.586737,8.408567,8.644165,8.26844,8.539291,8.706741
8123044,7.490196,7.752993,7.854839,7.306705,7.515953,7.653091,7.66692
8047467,4.608785,4.996765,4.707214,4.789866,4.405013,4.761263,4.31213
8135835,3.580513,3.221323,3.612541,3.214477,3.530889,3.133129,3.263368
8175369,7.315581,7.499256,7.272443,7.211765,7.03579,7.315772,7.258018
7924773,5.613386,5.611511,5.198659,5.744074,6.326966,5.687019,5.637712
8074030,8.108014,8.142947,8.148883,8.110315,8.148883,8.021729,8.273131
7896908,6.897789,7.157875,7.080551,7.049883,7.107922,7.035276,7.191187
8115122,5.756927,5.413422,5.785434,5.472521,5.607287,5.580804,5.665587
8169348,2.083095,2.181624,2.126207,2.123793,2.091971,2.221948,2.012904
8109828,2.065102,2.067066,2.084074,2.020253,2.180097,2.132198,2.064918
8048283,10.84137,10.73209,10.63698,10.95395,11.08359,11.04093,10.87697
7946428,5.489153,5.216238,5.712554,5.399823,5.649063,5.380746,5.514586
8107977,3.525046,3.693151,3.726524,3.604971,3.659915,3.653684,3.422321
7940135,4.861653,4.636433,4.695087,4.539397,4.582979,4.606236,4.358755
8000482,12.23358,11.96913,12.04436,12.14826,12.23942,12.07782,12.08452
7954810,10.96575,10.40919,10.79225,10.48097,10.96502,10.50806,10.63463
7970907,10.02771,10.06795,9.836255,9.98522,10.07762,10.06076,9.960873
8169598,4.310836,3.973958,4.252646,4.145226,4.052216,4.023784,4.174272
8026035,4.881418,4.769375,4.870987,4.478944,4.792558,4.941586,4.743905
8154285,5.006572,5.422733,5.09138,4.728956,4.941844,5.145644,4.756814
8043725,8.82283,9.132235,8.874487,8.88773,8.911521,8.923254,9.197591
7979250,8.059752,8.199718,8.172329,8.311324,8.364356,8.345209,8.23361
8171823,6.797378,7.186063,6.760435,7.44261,7.481514,7.39339,6.834301
8139891,7.944493,8.37009,7.951288,7.955813,8.24376,8.262943,8.119132
8082248,10.0063,10.33153,10.21322,10.24626,9.968167,10.24531,10.47125
7900087,6.622791,7.102913,6.837857,7.071009,6.675314,7.022885,7.00352
7959361,9.69593,9.547868,9.417298,9.308367,9.314628,9.379435,9.517505
8006227,4.477776,5.018246,4.715814,4.575362,4.675229,4.806164,4.515137
8055151,11.71334,11.68094,11.63758,11.72291,11.59431,11.82541,11.78477
8032380,8.894758,9.336835,8.881256,9.174605,8.605379,9.106674,9.165194
7977478,4.114552,4.216387,3.956074,3.746228,4.049638,4.04448,4.026691
8151788,8.03651,8.331534,8.111819,8.643886,8.445883,8.321184,8.134594
8127943,8.254066,8.633986,8.392998,8.561709,8.573812,8.527178,8.363082
8103873,6.280205,6.102268,6.171292,6.135718,5.847246,6.844421,5.992136
8084014,2.728339,2.69239,2.835609,2.635466,2.810732,2.795516,2.604735
7977249,6.656045,6.688129,6.480801,6.448561,6.538127,6.950219,6.94179
